place_name,description,state,view,from_date_1,to_date_1,from_date,to_date,price,original_price,price_str,rating,no_of_rates
Home in Princeton,Einstein Lounge in Downtown-2 BR w/Loft & Parking,Washington,106,19476,19481,4/29/2023,5/4/2023,265,265,$265 night$265 per night,4.9,142
Cottage in Lavallette,Cute Cottage,Washington,312,19491,19496,5/14/2023,5/19/2023,118,154,"$154 $118 night$118 per night, originally $154",4.9,91
Vacation home in Asbury Park,Brand new vacation home near downtown,Washington,227,19470,19475,4/23/2023,4/28/2023,164,164,$164 night$164 per night,4.9,42
Apartment in Wall Township,"Beautiful Apartment, near Marina & Beach in Belmar",Washington,124,19468,19473,4/21/2023,4/26/2023,153,153,$153 night$153 per night,4.8,43
Home in Berkeley Township,Sunsets that never quit!,Washington,309,19470,19475,4/23/2023,4/28/2023,195,223,"$223 $195 night$195 per night, originally $223",4.9,155
Apartment in Point Pleasant Beach,"Walk to beach, clean & comfortable",Washington,103,19497,19502,5/20/2023,5/25/2023,185,210,"$210 $185 night$185 per night, originally $210",4.9,286
Home in Seaside Heights,Comfortable Trendy seaside home,Washington,701,19470,19475,4/23/2023,4/28/2023,120,120,$120 night$120 per night,5,14
Home in Lavallette,Shore Haven Walk to beach and bay,Washington,120,19481,19486,5/4/2023,5/9/2023,260,260,$260 night$260 per night,5,87
Apartment in Hammonton,Casa de Sweetwater- 3 bedroom- Waterfront,Washington,105,19467,19472,4/20/2023,4/25/2023,360,360,$360 night$360 per night,5,39
Home in Belmar,"Cheerful Home, 3B, 3B, 2 Blocks to the Ocean",Washington,268,19484,19489,5/7/2023,5/12/2023,250,300,"$300 $250 night$250 per night, originally $300",5,23
Home in Keansburg,Beach House with semi-private Beach access.,Washington,177,19471,19476,4/24/2023,4/29/2023,240,240,$240 night$240 per night,4.9,41
Bungalow in Belmar,Belmar MelaMare ½ blk beach 2BR/1BA Sunday CheckIn,Washington,116,19472,19479,4/25/2023,5/2/2023,278,278,$278 night$278 per night,5,38
Home in New Hope,Charming Victorian in the heart of New Hope,Washington,114,19479,19484,5/2/2023,5/7/2023,257,257,$257 night$257 per night,4.9,166
Home in Ocean Township,House on the Lagoon,Washington,103,19468,19474,4/21/2023,4/27/2023,420,420,$420 night$420 per night,5,33
Home in Berkeley Township,Fireplace! GAMES! Walk to Bay Beach & Woods,Washington,208,19468,19473,4/21/2023,4/26/2023,241,301,"$301 $241 night$241 per night, originally $301",4.9,35
Vacation home in Stafford Township,The Marsh Bungalow - a NEW Home 2 miles from LBI!,Washington,272,19506,19511,5/29/2023,6/3/2023,410,410,$410 night$410 per night,4.9,23
Home in Ocean Gate,The perfect place to escape,Washington,100,19488,19493,5/11/2023,5/16/2023,475,475,$475 night$475 per night,4.9,155
Home in Long Beach Township,Cabin by the Sea w/ parking in Beach Haven,Washington,173,19470,19477,4/23/2023,4/30/2023,264,264,$264 night$264 per night,4.9,55
Home in Spring Lake,Entire House in Spring Lake Heights,Washington,120,19490,19495,5/13/2023,5/18/2023,173,173,$173 night$173 per night,4.9,63
Home in Point Pleasant Beach,Walk To Beach From Stylish Home,Washington,541,19466,19472,4/19/2023,4/25/2023,258,351,"$351 $258 night$258 per night, originally $351",4.9,11
Condo in Seaside Park,Cozy Seaside Park Condo,Washington,151,19471,19476,4/24/2023,4/29/2023,85,100,"$100 $85 night$85 per night, originally $100",4.9,29
Home in Seaside Heights,Next to Seaside Boardwalk! - Spacious 3 Bedroom,Washington,290,19470,19476,4/23/2023,4/29/2023,163,163,$163 night$163 per night,4.9,31
Cottage in Ship Bottom,Adorable 2 Bedroom Bayfront Cottage,Washington,137,19471,19477,4/24/2023,4/30/2023,245,245,$245 night$245 per night,4.8,9
Tiny home in Belmar,Best Couples Retreat Greatest Location of Belmar,Washington,183,19477,19483,4/30/2023,5/6/2023,225,225,$225 night$225 per night,4.8,135
Vacation home in Manasquan,Sunny Beach House with Ocean View,Washington,123,19570,19575,8/1/2023,8/6/2023,704,704,$704 night$704 per night,4.9,15
Cottage in Ship Bottom,Adorable 2 Bedroom Bayfront Cottage,Washington,137,19471,19477,4/24/2023,4/30/2023,245,245,$245 night$245 per night,4.8,9
Home in Stafford Township,"5 Bedroom Water Front Home, Minutes from LBI!",Washington,105,19485,19491,5/8/2023,5/14/2023,559,559,$559 night$559 per night,4.9,30
Townhouse in Seaside Heights,3BR 2BA One-Block Walk to Seaside Hgts Boardwalk,Washington,165,19476,19481,4/29/2023,5/4/2023,225,225,$225 night$225 per night,4.8,110
Home in Allentown,Hidden Pond Farm Estates featuring a huge pool,Washington,202,19468,19474,4/21/2023,4/27/2023,624,624,$624 night$624 per night,4.9,144
Condo in Seaside Heights,Jersey Shore Escape - Relax and make memories,Washington,182,19477,19482,4/30/2023,5/5/2023,156,156,$156 night$156 per night,4.9,11
Home in Lambertville,"Charming Vintage House, Great Location w/Parking",Washington,171,19491,19497,5/14/2023,5/20/2023,305,305,$305 night$305 per night,4.9,97
Apartment in Seaside Heights,Beautiful Beach Block Retreat (1305-3),Washington,233,19474,19479,4/27/2023,5/2/2023,239,239,$239 night$239 per night,4.8,84
Home in Asbury Park,Asbury Park Gem - Dogs Welcome!,Washington,142,19491,19497,5/14/2023,5/20/2023,450,450,$450 night$450 per night,4.8,11
Vacation home in Neptune Township,Boutique Ocean Grove & Asbury Park Sea View Gem!!,Washington,117,19466,19471,4/19/2023,4/24/2023,349,500,"$500 $349 night$349 per night, originally $500",4.9,30
Place to stay in Lambertville,Quaint Cottage in Lambertville,Washington,140,19471,19476,4/24/2023,4/29/2023,179,179,$179 night$179 per night,4.9,329
Home in Manasquan,Manasquan Mermaid Manor LLC,Washington,257,19466,19471,4/19/2023,4/24/2023,250,250,$250 night$250 per night,4.9,71
Home in Neptune City,Brand New Bradley Park Beach House!,Washington,143,19488,19493,5/11/2023,5/16/2023,332,332,$332 night$332 per night,4.8,6
Apartment in Highlands,NJ Shore/Waterview/Beach Escape/Sandy Hook,Washington,149,19495,19500,5/18/2023,5/23/2023,215,215,$215 night$215 per night,4.9,82
Townhouse in Beach Haven,Loft Style 1 Bedroom In The Heart of Beach Haven!,Washington,157,19489,19495,5/12/2023,5/18/2023,345,345,$345 night$345 per night,4.9,32
Home in Berlin,100% Private Fits 1 to 9 Guests,West-Virginia,178,NA,NA,NA,NA,172,86,"$172 CAD $131 CAD night$131 CAD per night, originally $172 CAD",4.8,41
Private room in Seaside Heights,Ortley Beach,West-Virginia,234,19484,19489,5/7/2023,5/12/2023,84,84,$84 CAD night$84 CAD per night,4.8,321
Private room in Asbury Park,Large private bedroom in Asbury Park,West-Virginia,216,NA,NA,NA,NA,104,104,$104 CAD night$104 CAD per night,4.9,61
Private room in New Brunswick,Rm #3 Lg Private Rm by Rutgers+NYC + Jersey Shore,West-Virginia,146,NA,19479,NA,5/2/2023,94,94,$94 CAD night$94 CAD per night,4.9,667
Private room in Beachwood,"Almost ""down by the river side"" (green room)",West-Virginia,134,NA,19480,NA,5/3/2023,114,114,$114 CAD night$114 CAD per night,4.9,181
Cottage in Lake Como,Sea Glass & Lavender Cottage,West-Virginia,236,19485,19490,5/8/2023,5/13/2023,256,128,"$256 CAD $202 CAD night$202 CAD per night, originally $256 CAD",4.9,70
Private room in Red Bank,Red Bank ~ a cool little town at the Jersey Shore,West-Virginia,151,NA,NA,NA,NA,173,173,$173 CAD night$173 CAD per night,4.9,242
Home in Barnegat Light,2 Night Minimum LBI Barnegat Light NJ 2 BR 1 B,West-Virginia,257,NA,NA,NA,NA,270,135,"$270 CAD $247 CAD night$247 CAD per night, originally $270 CAD",4.9,205
Guesthouse in Lawrence Township,Adorable studio cottage near Princeton,West-Virginia,156,NA,19481,NA,5/4/2023,196,196,$196 CAD night$196 CAD per night,4.8,93
Home in Monroe Township,Experience the perfect blend of nature & comfort!,West-Virginia,108,19490,19496,5/13/2023,5/19/2023,216,216,$216 CAD night$216 CAD per night,4.9,68
Apartment in Langhorne,Glamorous Marilyn Monroe Suite in Bucks County,West-Virginia,182,NA,NA,NA,NA,371,371,$371 CAD night$371 CAD per night,5,18
Private room in Manasquan,The Sea Loft,West-Virginia,321,19506,NA,5/29/2023,NA,264,264,$264 CAD night$264 CAD per night,4.9,63
Guesthouse in Highlands,The Bungalow at Sandy Hook House,West-Virginia,173,19491,19496,5/14/2023,5/19/2023,244,244,$244 CAD night$244 CAD per night,4.8,14
Farm stay in Pemberton,Private Apartment. Welcome to the farm!,West-Virginia,131,NA,19482,NA,5/5/2023,217,217,$217 CAD night$217 CAD per night,4.9,205
Home in Little Egg Harbor Township,Blue Lagoon Retreat w/ Dock & Water Toys!,West-Virginia,124,NA,NA,NA,NA,306,306,$306 CAD night$306 CAD per night,4.9,46
Home in Ewing Township,Cozy 2-bedroom home on quiet dead end street,West-Virginia,288,NA,NA,NA,NA,194,194,$194 CAD night$194 CAD per night,4.8,110
Condo in Matawan,"1 Bedroom,1 Bath,1 Full Kit,1 Liv Rm Furnished 311",West-Virginia,214,19484,19489,5/7/2023,5/12/2023,199,199,$199 CAD night$199 CAD per night,4.8,85
Cottage in Middletown,Cozy Cottage Retreat on North Jersey Shore,West-Virginia,104,NA,19478,NA,5/1/2023,251,251,$251 CAD night$251 CAD per night,4.9,90
Home in Red Bank,Quiet 2 bedroom with resort setting,West-Virginia,140,19471,19476,4/24/2023,4/29/2023,150,150,$150 night$150 per night,4.9,43
Condo in Long Beach Township,Cozy LBI Studio close to the beach.,West-Virginia,211,19470,19475,4/23/2023,4/28/2023,109,109,$109 night$109 per night,4.9,412
Cottage in Middletown,Cozy Cottage Retreat on North Jersey Shore,West-Virginia,104,19472,19478,4/25/2023,5/1/2023,149,149,$149 night$149 per night,4.9,90
Condo in Hopewell,Private apartment in 1890’s chocolate factory.,West-Virginia,153,19484,19489,5/7/2023,5/12/2023,175,175,$175 night$175 per night,4.8,82
Home in Neptune Township,The Stockton - Victorian Ocean Grove near Asbury,West-Virginia,237,19474,19479,4/27/2023,5/2/2023,153,153,$153 night$153 per night,4.9,272
Home in Keansburg,Welcome to Paradise!!! The perfect beach cottage!,West-Virginia,166,19470,19475,4/23/2023,4/28/2023,247,247,$247 night$247 per night,4.8,29
Apartment in Asbury Park,"Asbury Park Gem #3, Sleeps up to 4 in 1bd apt.!",West-Virginia,235,19492,19497,5/15/2023,5/20/2023,154,154,$154 night$154 per night,4.9,81
Apartment in Point Pleasant Beach,Close to beach,West-Virginia,125,19483,19490,5/6/2023,5/13/2023,144,144,$144 night$144 per night,4.8,309
Bungalow in Lavallette,Ocean Beach III Shore Bungalow,West-Virginia,113,19466,19471,4/19/2023,4/24/2023,150,200,"$200 $150 night$150 per night, originally $200",4.9,53
Apartment in Neptune Township,Two Bedroom || 2.5 Blocks To The Beach,West-Virginia,178,19469,19474,4/22/2023,4/27/2023,160,160,$160 night$160 per night,4.8,146
Home in Hammonton,Sweetwater House on the Mullica River,West-Virginia,139,19466,19471,4/19/2023,4/24/2023,398,398,$398 night$398 per night,4.9,21
Cottage in Ship Bottom,Adorable 2 Bedroom Bayfront Cottage,West-Virginia,137,19471,19477,4/24/2023,4/30/2023,245,245,$245 night$245 per night,4.8,9
Home in Princeton,Einstein Lounge in Downtown-2 BR w/Loft & Parking,West-Virginia,106,19476,19481,4/29/2023,5/4/2023,265,265,$265 night$265 per night,4.9,142
Townhouse in Beach Haven,Loft Style 1 Bedroom In The Heart of Beach Haven!,West-Virginia,157,19489,19495,5/12/2023,5/18/2023,345,345,$345 night$345 per night,4.9,32
Bungalow in Belmar,Belmar MelaMare ½ blk beach 2BR/1BA Sunday CheckIn,West-Virginia,116,19472,19479,4/25/2023,5/2/2023,278,278,$278 night$278 per night,5,38
Home in Belmar,"Cheerful Home, 3B, 3B, 2 Blocks to the Ocean",West-Virginia,268,19484,19489,5/7/2023,5/12/2023,250,300,"$300 $250 night$250 per night, originally $300",5,23
Home in Berkeley Township,Sunsets that never quit!,West-Virginia,309,19470,19475,4/23/2023,4/28/2023,195,223,"$223 $195 night$195 per night, originally $223",4.9,155
Home in Lavallette,Shore Haven Walk to beach and bay,West-Virginia,120,19481,19486,5/4/2023,5/9/2023,260,260,$260 night$260 per night,5,87
Apartment in Hammonton,Casa de Sweetwater- 3 bedroom- Waterfront,West-Virginia,105,19467,19472,4/20/2023,4/25/2023,360,360,$360 night$360 per night,5,39
Guesthouse in Seaside Park,Unique Spanish Villa (no loud parties),West-Virginia,270,19470,19475,4/23/2023,4/28/2023,175,199,"$199 $175 night$175 per night, originally $199",4.9,462
Bungalow in Point Pleasant Beach,"Beach Bungalow w/WiFi, 40% off weekdays in April!",West-Virginia,224,19483,19489,5/6/2023,5/12/2023,232,232,$232 night$232 per night,4.9,145
Home in Seaside Heights,Steps Away from Seaside Heights Boardwalk!,West-Virginia,281,19470,19475,4/23/2023,4/28/2023,140,140,$140 night$140 per night,4.8,111
Bungalow in Belmar,Belmar MelaMare ½ blk beach 2BR/1BA Sunday CheckIn,West-Virginia,116,19472,19479,4/25/2023,5/2/2023,278,278,$278 night$278 per night,5,38
Home in Seaside Heights,Steps from the Boardwalk! 2 Br/1 Ba with Outdoor!,West-Virginia,207,19483,19488,5/6/2023,5/11/2023,256,341,"$341 $256 night$256 per night, originally $341",5,28
Home in Atlantic Highlands,Renovated Modern Farmhouse Near Woods and Beach,West-Virginia,123,19480,19485,5/3/2023,5/8/2023,399,399,$399 night$399 per night,5,15
Home in Allentown,Hidden Pond Farm Estates featuring a huge pool,West-Virginia,202,19468,19474,4/21/2023,4/27/2023,624,624,$624 night$624 per night,4.9,144
Home in Spring Lake,Entire House in Spring Lake Heights,West-Virginia,120,19490,19495,5/13/2023,5/18/2023,173,173,$173 night$173 per night,4.9,63
Tiny home in Belmar,Best Couples Retreat Greatest Location of Belmar,West-Virginia,183,19477,19483,4/30/2023,5/6/2023,225,225,$225 night$225 per night,4.8,135
Apartment in Wall Township,"Beautiful Apartment, near Marina & Beach in Belmar",West-Virginia,124,19468,19473,4/21/2023,4/26/2023,153,153,$153 night$153 per night,4.8,43
Home in Ocean Township,House on the Lagoon,West-Virginia,103,19468,19474,4/21/2023,4/27/2023,420,420,$420 night$420 per night,5,33
Home in Point Pleasant Beach,Walk To Beach From Stylish Home,West-Virginia,541,19466,19472,4/19/2023,4/25/2023,258,351,"$351 $258 night$258 per night, originally $351",4.9,11
Home in Long Branch,*HIDDEN GEM* Renovated Beach House-walk to beach,West-Virginia,200,19518,19523,6/10/2023,6/15/2023,600,600,$600 night$600 per night,5,8
Home in Ocean Gate,"Modern Beach Town Home, Heated Pool Hot & Tub",West-Virginia,262,19466,19471,4/19/2023,4/24/2023,490,490,$490 night$490 per night,4.9,48
Home in Lavallette,"Ocean View Beach Getaway 3BR, 2Bath, A/C, 8 badges",West-Virginia,286,19519,19524,6/11/2023,6/16/2023,799,799,$799 night$799 per night,4.9,168
Condo in Beach Haven,Good Times & Tan Lines @ the Victoria Rose,West-Virginia,133,19466,19471,4/19/2023,4/24/2023,199,199,$199 night$199 per night,4.8,22
Cottage in Seaside Heights,"Cute cottage 300 ft to beach, off-street parking",West-Virginia,222,19466,19471,4/19/2023,4/24/2023,270,270,$270 night$270 per night,4.9,12
Apartment in Seaside Heights,Beautiful Beach Block Retreat (1305-3),West-Virginia,233,19474,19479,4/27/2023,5/2/2023,239,239,$239 night$239 per night,4.8,84
Vacation home in Seaside Park,"Amazing 4 bedroom stay, 4 houses from the beach!",West-Virginia,189,19470,19475,4/23/2023,4/28/2023,200,275,"$275 $200 night$200 per night, originally $275",4.9,10
Vacation home in Seaside Heights,Oceanview Beachfront Sleeps 12 w/ Hot Tub,West-Virginia,357,19466,19471,4/19/2023,4/24/2023,535,599,"$599 $535 night$535 per night, originally $599",4.9,22
Condo in Seaside Heights,Jersey Shore Escape - Relax and make memories,West-Virginia,182,19477,19482,4/30/2023,5/5/2023,156,156,$156 night$156 per night,4.9,11
Home in Stafford Township,The Mullet House-Business in front…party in back !,West-Virginia,151,19469,19474,4/22/2023,4/27/2023,300,300,$300 night$300 per night,5,18
Home in Surf City,"Cozy beach house, steps from the bay and ocean",West-Virginia,116,19477,19482,4/30/2023,5/5/2023,240,240,$240 night$240 per night,4.9,11
Home in New Hope,Charming Victorian in the heart of New Hope,West-Virginia,114,19479,19484,5/2/2023,5/7/2023,257,257,$257 night$257 per night,4.9,166
Home in Asbury Park,Stunning Beach Retreat - Entire Home,West-Virginia,122,19613,19618,9/13/2023,9/18/2023,NA,NA,"$1,370 night$1,370 per night",5,17
Townhouse in Seaside Heights,3BR 2BA One-Block Walk to Seaside Hgts Boardwalk,West-Virginia,165,19476,19481,4/29/2023,5/4/2023,225,225,$225 night$225 per night,4.8,110
Place to stay in Lambertville,Quaint Cottage in Lambertville,West-Virginia,140,19471,19476,4/24/2023,4/29/2023,179,179,$179 night$179 per night,4.9,329
Vacation home in Neptune Township,Boutique Ocean Grove & Asbury Park Sea View Gem!!,West-Virginia,117,19466,19471,4/19/2023,4/24/2023,349,500,"$500 $349 night$349 per night, originally $500",4.9,30
Home in Lambertville,"Charming Vintage House, Great Location w/Parking",West-Virginia,171,19491,19497,5/14/2023,5/20/2023,305,305,$305 night$305 per night,4.9,97
Home in Seaside Park,Decatur By the Sea 2,West-Virginia,102,19509,19516,6/1/2023,6/8/2023,400,400,$400 night$400 per night,5,16
Home in Asbury Park,Asbury Park Gem - Dogs Welcome!,West-Virginia,142,19491,19497,5/14/2023,5/20/2023,450,450,$450 night$450 per night,4.8,11
Home in Neptune City,Brand New Bradley Park Beach House!,West-Virginia,143,19488,19493,5/11/2023,5/16/2023,332,332,$332 night$332 per night,4.8,6
Private room in Seaside Heights,Ortley Beach,Wisconsin,234,19484,19489,5/7/2023,5/12/2023,58,58,BZ$116 BZD nightBZ$116 BZD per night,4.8,321
Home in Berlin,100% Private Fits 1 to 9 Guests,Wisconsin,178,19470,19475,4/23/2023,4/28/2023,69.5,69.5,"BZ$220 BZD BZ$139 BZD nightBZ$139 BZD per night, originally BZ$220 BZD",4.8,41
Cottage in Lake Como,Sea Glass & Lavender Cottage,Wisconsin,236,19485,19490,5/8/2023,5/13/2023,119.5,119.5,"BZ$319 BZD BZ$239 BZD nightBZ$239 BZD per night, originally BZ$319 BZD",4.9,70
Private room in Beachwood,"Almost ""down by the river side"" (green room)",Wisconsin,134,19475,19480,4/28/2023,5/3/2023,78.5,78.5,BZ$157 BZD nightBZ$157 BZD per night,4.9,181
Home in Barnegat Light,2 Night Minimum LBI Barnegat Light NJ 2 BR 1 B,Wisconsin,257,19470,19475,4/23/2023,4/28/2023,154,154,"BZ$343 BZD BZ$308 BZD nightBZ$308 BZD per night, originally BZ$343 BZD",4.9,205
Guesthouse in Lawrence Township,Adorable studio cottage near Princeton,Wisconsin,156,19476,19481,4/29/2023,5/4/2023,134,134,BZ$268 BZD nightBZ$268 BZD per night,4.8,93
Home in Monroe Township,Experience the perfect blend of nature & comfort!,Wisconsin,108,19490,19496,5/13/2023,5/19/2023,136.5,136.5,BZ$273 BZD nightBZ$273 BZD per night,4.9,68
Apartment in Langhorne,Glamorous Marilyn Monroe Suite in Bucks County,Wisconsin,182,19466,19471,4/19/2023,4/24/2023,233.5,233.5,BZ$467 BZD nightBZ$467 BZD per night,5,18
Private room in Asbury Park,Large private bedroom in Asbury Park,Wisconsin,216,19470,19475,4/23/2023,4/28/2023,69.5,69.5,BZ$139 BZD nightBZ$139 BZD per night,4.9,61
